Name,Train_test,SMILES,Solvent,Type,N,sol_PCA1,sol_PCA2,sol_PCA3,sol_PCA4,sol_PCA5,N_HOMO,N_LUMO,N_DM,N_EB,N_EA_H,N_EA_nonH,N_TCA,N_BAD,N_fukui,N_fukui_Li,N_fukui_charge,N_HOMO_PM6,N_LUMO_PM6,N_DM_PM6,N_EB_PM6,N_EA_H_PM6,N_EA_nonH_PM6
molecule_1394,Train,O=C1[CH-]C(N(CC)C(N1CC)=S)=O,dimethylsulfoxide,C-Anion,14.9,-7.2,4,-4,2.6,0.6,-0.10163,0.16062,3.4018,-0.72155,0.2385,0.67315,205.4499787,72.9159981,-0.501318375,-0.040134,-0.18355,-0.19441,0.12939,2.2066,-0.813541,0.221645,0.721068
molecule_1395,Train,C=CCB1OC(C)(C)C(C)(C)O1,dichloromethane,C-B,-0.64,-0.7,-6.5,-1.3,1.3,2,-0.29904,0.06235,2.4872,-0.8544,0.25672,1.26408,204.9083644,67.52034671,-0.263959716,-0.267654,-0.113816,-0.35442,0.04648,3.0725,-0.539959,0.175676,0.392573
molecule_1396,Train,F[B-](F)(F)C\C=C,acetonitrile,C-B,5.29,-4.7,-4.7,-3.3,-0.3,4.3,-0.12522,0.21601,2.9182,-0.83152,0.21322,1.34138,206.0671023,68.62307647,-0.207590349,-0.210338,-0.166354,-0.19084,0.19397,4.0765,-0.539311,0.144895,0.458704
molecule_1397,Train,C=CC[B-]1(OC(C)(C)C(C)(C)O1)C2=CC(C(F)(F)F)=CC(C(F)(F)F)=C2,acetonitrile,C-B,8.71,-4.7,-4.7,-3.3,-0.3,4.3,-0.13246,0.11575,3.2744,-0.85835,0.24593,1.20967,206.0660455,67.51899209,-0.093573851,-0.09189,-0.148892,-0.1891,0.09569,3.1894,-0.568045,0.179913,0.540769
molecule_1398,Train,C=CC[B-]1(OC(C)(C)C(C)(C)O1)C2=CC=CC=C2,acetonitrile,C-B,11.2,-4.7,-4.7,-3.3,-0.3,4.3,-0.11458,0.17012,3.0923,-0.8584,0.23915,1.11501,205.2602892,67.18596132,-0.087810352,-0.086353,-0.154341,-0.16528,0.15911,4.1703,-0.569506,0.179234,0.390883
molecule_1399,Train,CC(O1)(C)C(C)(C)O[B-]1(C2=CC(C(F)(F)F)=CC(C(F)(F)F)=C2)C/C=C/C,acetonitrile,C-B,9.49,-4.7,-4.7,-3.3,-0.3,4.3,-0.12745,0.1113,2.8756,-0.85493,0.25,1.21022,224.3383444,93.86460945,-0.087537566,-0.085,-0.083285,-0.18383,0.09676,2.2876,-0.572716,0.180235,0.542113
molecule_140,Train,CC1=CCCCC1,dichloromethane,C-Pi,0.08,-0.7,-6.5,-1.3,1.3,2,-0.28353,0.06559,0.2358,-0.64287,0.23204,-0.03423,219.3915899,92.59235857,-0.202552794,-0.205371,-0.066496,-0.3317,0.06154,0.5388,-0.505518,0.161838,0.097763
molecule_1400,Train,COC(C=C1)=CC=C1/C=C(C2=CC=CC=C2)/N3CCCC3,acetonitrile,C-Pi,11.99,-4.7,-4.7,-3.3,-0.3,4.3,-0.21641,0.00698,2.5176,-0.56256,0.24419,0.33027,221.0530242,101.5936841,-0.099901976,-0.101244,-0.101257,-0.29025,0.00552,2.0519,-0.382096,0.172765,0.305327
molecule_1401,Train,C(/N1CCCC1)(C2=CC=CC=C2)=C\C3=CC=CC=C3,acetonitrile,C-Pi,11.66,-4.7,-4.7,-3.3,-0.3,4.3,-0.22436,0.00296,2.8319,-0.5281,0.24426,0.23095,217.8143244,105.9283636,-0.123662725,-0.124784,-0.102528,-0.29891,0.00411,2.717,-0.398102,0.171183,0.206179
molecule_1402,Train,N#CC(C=C1)=CC=C1/C=C(C2=CC=CC=C2)/N3CCCC3,acetonitrile,C-Pi,10.63,-4.7,-4.7,-3.3,-0.3,4.3,-0.23752,-0.0218,8.6279,-0.51503,0.24443,0.30881,160.2301445,94.7332279,-0.128525888,-0.130127,-0.106686,-0.30556,-0.01384,8.1452,-0.463115,0.178488,0.251525
molecule_1403,Train,O=[N+](C(C=C1)=CC=C1/C=C(C2=CC=CC=C2)/N3CCCC3)[O-],acetonitrile,C-Pi,10.42,-4.7,-4.7,-3.3,-0.3,4.3,-0.24068,-0.03824,9.1163,-0.51135,0.26265,0.54577,160.2219857,94.86866853,-0.133623274,-0.134455,-0.107204,-0.31134,-0.03396,10.5793,-0.509947,0.18366,0.844988
molecule_1404,Train,C(/N1CCCCC1)(C2=CC=CC=C2)=C\C3=CC=CC=C3,acetonitrile,C-Pi,9.94,-4.7,-4.7,-3.3,-0.3,4.3,-0.23097,0,2.0929,-0.53669,0.24303,0.21697,158.7416928,97.88211829,-0.116389014,-0.117092,-0.093484,-0.299,0.00585,2.5876,-0.398612,0.172954,0.208423
molecule_1405,Train,C(/N1CCOCC1)(C2=CC=CC=C2)=C\C3=CC=CC=C3,acetonitrile,C-Pi,8.78,-4.7,-4.7,-3.3,-0.3,4.3,-0.23519,-0.0051,1.1572,-0.61818,0.24351,0.21359,215.5036571,97.55571104,-0.11231229,-0.113283,-0.092551,-0.30639,-0.00031,1.0861,-0.440698,0.1704,0.191227
molecule_1406,Train,N1(CCCCC1)/C=C/C2=CC=CC=C2,acetonitrile,C-Pi,13.84,-4.7,-4.7,-3.3,-0.3,4.3,-0.23143,0.01625,2.6504,-0.53507,0.23393,0.06017,166.8022203,90.89707623,-0.122150141,-0.122956,-0.099335,-0.29138,0.01352,3.1267,-0.395197,0.166822,0.14262
molecule_1407,Train,N1(CCOCC1)/C=C/C2=CC=CC=C2,acetonitrile,C-Pi,11.66,-4.7,-4.7,-3.3,-0.3,4.3,-0.23753,0.01231,1.1958,-0.61354,0.23561,0.05683,223.6363742,104.7862523,-0.119030002,-0.119731,-0.096284,-0.30306,0.00702,0.8873,-0.44274,0.166269,0.122789
molecule_1408,Train,C=C(C1=CC=CC=C1)N2CCCCC2,acetonitrile,C-Pi,11.6,-4.7,-4.7,-3.3,-0.3,4.3,-0.24685,0.01293,1.2913,-0.55029,0.2398,0.1794,123.8024784,82.71824648,-0.18885055,-0.191441,-0.147717,-0.30738,0.00944,1.8669,-0.533135,0.172358,0.225562
molecule_141,Train,C/C(C)=C/C,dichloromethane,C-Pi,0.65,-0.7,-6.5,-1.3,1.3,2,-0.28394,0.06965,0.2136,-0.65562,0.22619,-0.03561,221.7912145,100.1399461,-0.208608163,-0.211525,-0.064683,-0.33374,0.06058,0.5655,-0.50197,0.16082,0.116414
molecule_142,Train,C=C(C)C,dichloromethane,C-Pi,1.11,-0.7,-6.5,-1.3,1.3,2,-0.2999,0.06266,0.5574,-0.65137,0.22437,-0.02892,203.4954607,70.29074436,-0.269912233,-0.274586,-0.119425,-0.35339,0.05636,1.1125,-0.523167,0.165107,0.223202
molecule_1425,Train,Cl[O-],water,O-Nucleophile,14.5,-17.1,-8.8,5.6,0.1,0.6,0.00423,0.34364,2.8006,-0.86853,0,-0.13147,45.23898804,67.85848206,-0.552538908,-0.548364,-0.613947,-0.08754,0.26847,4.2079,-0.908595,0,-0.091405
molecule_1426,Train,Br[O-],water,O-Nucleophile,16.69,-17.1,-8.8,5.6,0.1,0.6,-0.01186,0.28915,3.7455,-0.89747,0,-0.10253,46.83613001,70.25419501,-0.500350641,-0.478474,-0.54275,-0.09913,0.20863,6.0978,-0.87389,0,-0.12611
molecule_1427,Train,[O-]Br=O,water,O-Nucleophile,12.75,-17.1,-8.8,5.6,0.1,0.6,-0.02392,0.28175,3.7651,-0.97975,0,0.95949,74.81634955,70.21820869,-0.418287119,-0.278527,-0.508734,-0.12301,0.12898,5.7957,-0.839569,0,0.679138
molecule_1428,Train,[O-]OS(=O)([O-])=O,water,O-Nucleophile,14.41,-17.1,-8.8,5.6,0.1,0.6,0.14906,0.54854,2.759,-1.09869,0,2.59193,41.17961431,61.76942147,-0.548913042,-0.547178,-0.628977,0.05397,0.36904,2.59,-1.112596,0,2.517752
molecule_143,Train,C=CC1=CC=C(C)C=C1,dichloromethane,C-Pi,1.7,-0.7,-6.5,-1.3,1.3,2,-0.27073,-0.00225,0.6175,-0.64364,0.23107,-0.04001,47.13197337,70.69796005,-0.153562892,-0.155509,-0.095291,-0.32374,0.0008,0.8201,-0.504006,0.168111,0.122802
molecule_144,Test,C=C(C)C=C,dichloromethane,C-Pi,1.1,-0.7,-6.5,-1.3,1.3,2,-0.28498,0.00999,0.2575,-0.65801,0.23025,-0.06495,222.178915,78.39153752,-0.212119413,-0.196899,-0.095983,-0.3449,0.01314,0.642,-0.502538,0.1661,0.145025
molecule_1443,Train,[H]C(C1=CC=C([N+]([O-])=O)C=C1)=[N+]=[N-],dichloromethane,Carbene_pre,7.17,-0.7,-6.5,-1.3,1.3,2,-0.27399,-0.05269,5.2801,-0.405,0.2682,0.54635,226.5215111,96.3761027,-0.204577394,-0.157682,-0.046153,-0.34883,-0.05382,6.134,-0.582081,0.238931,0.845382
molecule_1444,Train,[H]C(C1=CC=C(C#N)C=C1)=[N+]=[N-],dichloromethane,Carbene_pre,7.66,-0.7,-6.5,-1.3,1.3,2,-0.26792,-0.03376,5.0073,-0.32429,0.25475,0.30393,226.4370148,96.34435691,-0.197191545,-0.14548,-0.047126,-0.33539,-0.03437,4.4704,-0.567799,0.234466,0.484269
molecule_1445,Train,[H]C(C1=CC=C(Br)C=C1)=[N+]=[N-],dichloromethane,Carbene_pre,8.87,-0.7,-6.5,-1.3,1.3,2,-0.25286,-0.01372,2.0367,-0.22544,0.25132,0.05998,226.3864492,96.35602123,-0.191381438,-0.131701,-0.049802,-0.32493,-0.02056,2.0763,-0.557547,0.231766,0.480015
molecule_1446,Train,[O-]OC(CC[NH+]1CCCCC1)=O,water,O-Nucleophile,13.94,-17.1,-8.8,5.6,0.1,0.6,-0.25992,0.051,9.5069,-0.63408,0.50439,0.84442,42.62392878,63.93589317,-0.519607655,-0.519954,-0.41687,-0.2905,0.01249,9.8914,-0.499816,0.382683,0.273429
molecule_1447,Train,[O-]OC(CC[NH3+])=O,water,O-Nucleophile,14.07,-17.1,-8.8,5.6,0.1,0.6,-0.15349,-0.04007,21.4289,-0.75308,0.44971,0.85578,41.0688192,61.6032288,-0.555539714,-0.555621,-0.499418,-0.22212,-0.04907,22.1398,-0.613532,0.248784,0.513897
molecule_1448,Train,[O-]OC(CCC[NH3+])=O,water,O-Nucleophile,14.33,-17.1,-8.8,5.6,0.1,0.6,-0.13235,-0.04998,26.1602,-0.75576,0.45698,0.85134,41.07122732,61.60684098,-0.555261161,-0.555318,-0.514615,-0.19932,-0.0694,27.7641,-0.644617,0.256865,0.503598
molecule_1449,Train,C[Si](OC1=CCCC1)(C)C,acetonitrile,C-Pi,6.43,-4.7,-4.7,-3.3,-0.3,4.3,-0.2636,0.07587,0.9724,-1.20307,0.25188,2.00423,133.0552757,97.2403288,-0.201519294,-0.203693,-0.100839,-0.32675,0.04575,2.9614,-0.635639,0.174224,0.535318
molecule_145,Train,C=CC[Si](C)(Cl)C,dichloromethane,C-Si,-0.57,-0.7,-6.5,-1.3,1.3,2,-0.29903,0.04984,2.3002,-1.19604,0.26337,1.74211,150.9996007,66.53761713,-0.227699803,-0.231536,-0.105037,-0.33824,0.01615,0.982,-0.68354,0.188978,0.606288
molecule_1450,Train,O=C([CH-]/N=C(C1=CC=CC=C1)/C2=CC=CC=C2)OCC,dimethylsulfoxide,C-Anion,26.95,-7.2,4,-4,2.6,0.6,-0.05665,0.12808,4.0246,-0.68647,0.25224,0.7929,170.1114107,121.2862004,-0.14257235,-0.14096,-0.099938,-0.14011,0.12341,4.6399,-0.613029,0.178241,0.710433
molecule_1451,Train,O=C([CH-]/N=C(C1=CC=CC=C1)/C2=CC=CC=C2)OC(C)(C)C,dimethylsulfoxide,C-Anion,27.77,-7.2,4,-4,2.6,0.6,-0.05862,0.12603,3.744,-0.70173,0.25313,0.7891,164.6627756,121.4598024,-0.143172629,-0.1415,-0.100264,-0.13964,0.12373,3.6956,-0.617127,0.198168,0.73113
molecule_1452,Train,[H]/C(C1=CC=CC=C1)=N\[CH-]C(OCC)=O,dimethylsulfoxide,C-Anion,29.1,-7.2,4,-4,2.6,0.6,-0.04763,0.14067,1.6044,-0.69785,0.24452,0.77831,235.2036467,99.69618787,-0.160621775,-0.159065,-0.111724,-0.13365,0.13159,1.766,-0.62356,0.177829,0.716026
molecule_1453,Train,[H]/C(C1=CC=C(Cl)C=C1)=N\[CH-]C(OCC)=O,dimethylsulfoxide,C-Anion,29.02,-7.2,4,-4,2.6,0.6,-0.05475,0.13016,1.6519,-0.69203,0.24958,0.78183,235.457202,99.86037377,-0.155901376,-0.154364,-0.105809,-0.1422,0.11584,1.9835,-0.612149,0.184427,0.711857
molecule_1454,Train,C1=CC=CC(=C1)C([H])=N[C-](C)C(OCC)=O,dimethylsulfoxide,C-Anion,30.82,-7.2,4,-4,2.6,0.6,-0.05203,0.13435,5.4121,-0.69693,0.24065,0.8062,185.2751102,101.9996396,-0.137562906,-0.128789,-0.039541,-0.1294,0.12899,6.4912,-0.605898,0.184243,0.69721
molecule_1455,Train,N#C[CH-]/N=C(C1=CC=CC=C1)/C2=CC=CC=C2,dimethylsulfoxide,C-Anion,29.5,-7.2,4,-4,2.6,0.6,-0.0574,0.12663,8.8842,-0.47481,0.2444,0.2895,183.1469689,120.0203521,-0.138653621,-0.137413,-0.079973,-0.13575,0.12343,9.3763,-0.424177,0.171944,0.2284
molecule_1456,Train,C[Si](C)(C)OC(=Cc1ccccc1)c2ccccc2,acetonitrile,C-Pi,3,-4.7,-4.7,-3.3,-0.3,4.3,-0.25213,-0.01619,1.6661,-1.20909,0.26044,2.0057,241.3924331,91.35150895,-0.098617254,-0.09984,-0.072666,-0.31825,-0.00925,1.8528,-0.635518,0.185689,0.544881
molecule_1457,Train,C/C=C(O[Si](C)(C)C)/C1=CC=CC=C1,acetonitrile,C-Pi,5.18,-4.7,-4.7,-3.3,-0.3,4.3,-0.26328,0.00641,1.2852,-1.2069,0.25635,2.00855,228.1795301,94.70366377,-0.163210997,-0.16506,-0.069914,-0.32602,-0.00075,0.5697,-0.633608,0.174283,0.519481
molecule_1458,Train,C[Si](OC1=CCC2=CC=CC=C21)(C)C,acetonitrile,C-Pi,7.32,-4.7,-4.7,-3.3,-0.3,4.3,-0.25658,0.01462,1.662,-1.20341,0.25313,2.00462,220.3632193,100.6389099,-0.177132313,-0.179006,-0.091603,-0.3224,-0.00303,2.5787,-0.638459,0.174816,0.546594
molecule_1459,Train,C[Si](OC1=CCCC2=CC=CC=C21)(C)C,acetonitrile,C-Pi,5.06,-4.7,-4.7,-3.3,-0.3,4.3,-0.25419,0.00737,1.3765,-1.20269,0.25314,2.00287,205.2723168,103.7774386,-0.161790232,-0.16358,-0.085283,-0.31749,-0.00228,1.5641,-0.636316,0.174601,0.530029
molecule_146,Train,C/C(C)=C/C[Si](C)(C)C,dichloromethane,C-Si,0.9,-0.7,-6.5,-1.3,1.3,2,-0.26907,0.0614,0.2576,-1.17833,0.25479,1.79436,217.4767981,91.24421018,-0.1531706,-0.148489,-0.057254,-0.30594,0.05984,1.601,-0.659642,0.180187,0.553987
molecule_1460,Test,C12=CC=CC=C1C(N3CCCC3)=CC2,acetonitrile,C-Pi,15.27,-4.7,-4.7,-3.3,-0.3,4.3,-0.2302,0.01872,1.6107,-0.53487,0.24734,0.19335,214.1949697,93.81862111,-0.17119756,-0.172848,-0.104367,-0.30499,0.00406,1.7991,-0.298168,0.159923,0.1473
molecule_1461,Train,C12=CC=CC=C1C(N3CCCC3)=CCC2,acetonitrile,C-Pi,14.09,-4.7,-4.7,-3.3,-0.3,4.3,-0.23572,0.01122,1.3161,-0.55585,0.23441,0.18911,134.5261888,106.1548047,-0.154876454,-0.156482,-0.088429,-0.30518,0.00636,1.8419,-0.322466,0.163945,0.153151
molecule_1462,Train,O=C(C1=CC=C([N+]([O-])=O)C=C1)[CH-]C(OCC)=O,dimethylsulfoxide,C-Anion,16.26,-7.2,4,-4,2.6,0.6,-0.09652,0.05098,4.868,-0.69304,0.26005,0.81859,152.6863579,90.95132188,-0.240222271,-0.240809,-0.196248,-0.19507,0.0449,4.7608,-0.812101,0.203885,0.839644
molecule_1463,Train,[H]P1N(C(C)(C)C)C=CN1C(C)(C)C,acetonitrile,H-Donor,25.54,-4.7,-4.7,-3.3,-0.3,4.3,-0.20937,0.05012,0.6137,-0.81234,0.23333,0.95375,203.7572956,78.0337746,-0.109061426,-0.091476,-0.087512,-0.27822,0.04487,4.1056,-0.586034,0.178015,0.499684
molecule_1464,Train,[H]P1N(C(C)(C)C)C2=C(C=CC=C2)N1C(C)(C)C,acetonitrile,H-Donor,20.93,-4.7,-4.7,-3.3,-0.3,4.3,-0.22389,0.03597,1.2019,-0.79895,0.23331,0.96123,166.3159399,72.64316524,-0.092027996,-0.076682,-0.075813,-0.28683,0.01771,2.2383,-0.582717,0.172106,0.455262
molecule_1465,Train,[H]P1N(C2=C(C(C)C)C=CC=C2C(C)C)C=CN1C3=C(C(C)C)C=CC=C3C(C)C,acetonitrile,H-Donor,19.85,-4.7,-4.7,-3.3,-0.3,4.3,-0.22529,0.0176,0.78,-0.83006,0.24958,0.97976,215.3139622,133.2537848,-0.097809518,-0.070469,-0.064386,-0.28362,0.01027,1.5087,-0.490724,0.170675,0.477515
molecule_1466,Train,[H]P1N(C(C)(C)C)CCCN1C(C)(C)C,acetonitrile,H-Donor,13.46,-4.7,-4.7,-3.3,-0.3,4.3,-0.25732,0.06951,1.4496,-0.86708,0.23172,0.92547,172.8269033,69.08283531,-0.1113612,-0.030268,-0.053089,-0.30638,0.07241,2.2084,-0.588624,0.169089,0.468983
molecule_1467,Train,[H]P1N(C(C)(C)C)CCN1C(C)(C)C,acetonitrile,H-Donor,18.74,-4.7,-4.7,-3.3,-0.3,4.3,-0.2584,0.06194,1.2524,-0.85488,0.22812,0.91844,112.523668,76.96524187,-0.18176711,-0.088878,-0.066691,-0.2998,0.07134,2.0255,-0.588685,0.176123,0.454697
molecule_1468,Train,[H]P1N(C2=C(C)C=C(C)C=C2C)C=CN1C3=C(C)C=C(C)C=C3C,acetonitrile,H-Donor,17.68,-4.7,-4.7,-3.3,-0.3,4.3,-0.22317,0.02165,0.7716,-0.8164,0.23946,0.97429,234.1750541,81.36749164,-0.102279973,-0.070156,-0.070797,-0.27687,0.01619,0.429,-0.509916,0.183075,0.446684
molecule_1469,Test,O=C([H])C=P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,acetonitrile,C-Anion,9.09,-4.7,-4.7,-3.3,-0.3,4.3,-0.23795,-0.01824,8.5241,-0.9794,0.26635,1.57952,255.0541009,129.1934443,-0.233030018,-0.237204,-0.266828,-0.30228,-0.01864,10.6032,-1.023241,0.228229,1.207667
molecule_147,Train,C=C(C)C[Ge](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,dichloromethane,C-M,4.67,-0.7,-6.5,-1.3,1.3,2,-0.27737,0.00813,0.7593,-0.92085,0.25391,1.83985,176.3660376,69.05115636,-0.177444704,-0.178896,-0.114173,-0.33212,0.00744,1.0384,-0.531247,0.178545,0.522699
molecule_1470,Train,O=C(C)C=P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,acetonitrile,C-Anion,10.27,-4.7,-4.7,-3.3,-0.3,4.3,-0.23763,-0.00957,5.0175,-0.95031,0.28107,1.59894,211.8149697,144.5865291,-0.238348609,-0.241356,-0.269527,-0.30756,-0.0146,6.6541,-0.995451,0.219578,1.214923
molecule_1476,Train,[O-]C1=CC=C([N+]([O-])=O)C=C1,dimethylsulfoxide,O-Nucleophile,14.32,-7.2,4,-4,2.6,0.6,-0.08654,0.12443,1.4287,-0.70574,0.23611,0.52346,106.9059241,73.52304822,-0.187152017,-0.187162,-0.413,-0.17924,0.1168,0.6716,-0.652713,0.167424,0.890222
molecule_148,Train,C=CC[Si](C)(C)C(C)(C)C,dichloromethane,C-Si,1.8,-0.7,-6.5,-1.3,1.3,2,-0.28886,0.05339,0.5507,-1.18389,0.25543,1.8501,44.74679851,67.12019776,-0.188449131,-0.190349,-0.116432,-0.32397,0.05081,1.6441,-0.669302,0.183846,0.524546
molecule_1482,Train,[O-]C1=CC=CC([N+]([O-])=O)=C1,dimethylsulfoxide,O-Nucleophile,21.29,-7.2,4,-4,2.6,0.6,-0.06928,0.10759,3.9916,-0.75051,0.23758,0.55081,115.4905769,73.48689189,-0.22248093,-0.222443,-0.450104,-0.15541,0.09399,4.3078,-0.696159,0.183806,0.778078
molecule_1485,Train,[O-]C1=CC=C(C#N)C=C1,dimethylsulfoxide,O-Nucleophile,18.78,-7.2,4,-4,2.6,0.6,-0.07348,0.17847,0.776,-0.72706,0.21129,0.44783,104.8088832,70.78923887,-0.194780531,-0.194792,-0.43073,-0.15335,0.15662,1.555,-0.692916,0.160231,0.618102
molecule_1488,Train,[O-]C1=CC=CC=C1C(F)(F)F,dimethylsulfoxide,O-Nucleophile,18.47,-7.2,4,-4,2.6,0.6,-0.06408,0.18469,3.6531,-0.74496,0.21298,1.19965,131.3225988,99.19581682,-0.20996457,-0.209495,-0.434599,-0.15414,0.15734,4.2892,-0.680925,0.157038,0.666025
molecule_149,Train,C=CC[Si](CC)(CC)CC,dichloromethane,C-Si,1.93,-0.7,-6.5,-1.3,1.3,2,-0.28975,0.05376,0.6213,-0.96279,0.25602,1.84077,196.1655344,65.44004598,-0.212801018,-0.217082,-0.118221,-0.32924,0.05064,1.0962,-0.517382,0.176729,0.524228
molecule_1491,Train,[O-]C1=CC=C(C(F)(F)F)C=C1,dimethylsulfoxide,O-Nucleophile,18.98,-7.2,4,-4,2.6,0.6,-0.06655,0.19328,6.6279,-0.74272,0.21009,1.19221,104.4053003,70.40781697,-0.211430193,-0.211441,-0.444003,-0.15789,0.16742,6.3642,-0.693318,0.160851,0.6409
molecule_1494,Test,[O-]C1=CC=CC(C(F)(F)F)=C1,dimethylsulfoxide,O-Nucleophile,22.62,-7.2,4,-4,2.6,0.6,-0.05874,0.18253,6.3842,-0.75777,0.21489,1.2078,116.8333715,74.94173254,-0.221925673,-0.221914,-0.456596,-0.14402,0.1515,6.664,-0.713386,0.168752,0.594389
molecule_1497,Train,[O-]C1=CC=C(Cl)C=C1,dimethylsulfoxide,O-Nucleophile,20.34,-7.2,4,-4,2.6,0.6,-0.04819,0.1986,5.5156,-0.76551,0.21019,0.42296,103.9794169,70.18417571,-0.215617138,-0.21562,-0.463868,-0.13323,0.17279,5.8331,-0.724267,0.155019,0.592605
molecule_150,Train,C=CC[Si](C(C)C)(C(C)C)C(C)C,dichloromethane,C-Pi,2.04,-0.7,-6.5,-1.3,1.3,2,-0.28992,0.05003,0.5988,-0.97323,0.26059,1.89426,206.250401,69.41274826,-0.194018482,-0.19603,-0.107203,-0.32728,0.04928,2.4337,-0.525541,0.180665,0.468143
molecule_1500,Train,[O-]C1=CC=CC=C1,dimethylsulfoxide,O-Nucleophile,19.86,-7.2,4,-4,2.6,0.6,-0.03604,0.21741,3.8668,-0.77538,0.19425,0.42386,103.6912742,69.81250272,-0.223901624,-0.223922,-0.473237,-0.11782,0.19532,4.8712,-0.752468,0.147724,0.605832
molecule_1503,Test,[O-]C1=CC=C(C)C=C1,dimethylsulfoxide,O-Nucleophile,19.08,-7.2,4,-4,2.6,0.6,-0.0346,0.21231,5.84,-0.77559,0.20039,0.42194,48.98274297,73.47411446,-0.21587068,-0.215886,-0.473495,-0.11195,0.19271,7.3874,-0.755597,0.146776,0.590215
molecule_1505,Train,[O-]C1=CC=C(C(C)(C)C)C=C1,dimethylsulfoxide,O-Nucleophile,19.67,-7.2,4,-4,2.6,0.6,-0.04129,0.19852,9.7013,-0.77048,0.2185,0.42506,55.41250433,83.1187565,-0.210945141,-0.210957,-0.468849,-0.11817,0.19219,11.3662,-0.747916,0.152551,0.603645
molecule_1508,Train,[O-]C1=CC=C(OC)C=C1,dimethylsulfoxide,O-Nucleophile,20.09,-7.2,4,-4,2.6,0.6,-0.02992,0.20653,7.7915,-0.78556,0.20435,0.40768,48.33944086,72.5091613,-0.216542201,-0.216546,-0.481771,-0.10998,0.17933,8.7428,-0.752536,0.148884,0.559801
molecule_151,Train,C=CC[Si](CCCC)(CCCC)CCCC,dichloromethane,C-Si,2.09,-0.7,-6.5,-1.3,1.3,2,-0.28924,0.05313,0.6348,-0.96159,0.25642,1.86317,194.0426295,65.33557914,-0.206305135,-0.209879,-0.116721,-0.33073,0.0491,2.0669,-0.517064,0.17698,0.530073
molecule_1511,Train,[O-]C1=CC=CC(OC)=C1,acetonitrile,O-Nucleophile,18.81,-4.7,-4.7,-3.3,-0.3,4.3,-0.0401,0.22192,5.7411,-0.77046,0.20525,0.44249,122.1123487,76.00747066,-0.21201275,-0.212026,-0.467693,-0.12996,0.19172,6.2425,-0.736042,0.173623,0.657835
molecule_1512,Train,[O-]C1=C(C(C)(C)C)C=CC=C1C(C)(C)C,dimethylsulfoxide,O-Nucleophile,21.02,-7.2,4,-4,2.6,0.6,-0.05993,0.19573,1.2233,-0.82144,0.25677,0.43425,158.6510438,110.6102452,-0.178289816,-0.177449,-0.373636,-0.12094,0.18574,1.143,-0.762345,0.195136,0.578008
molecule_1514,Train,O=C([NH-]CC([O-])=O)[C@@H](NC(CC[C@H]([NH3+])C([O-])=O)=O)C[S],water,S-Nucleophile,20.97,-17.1,-8.8,5.6,0.1,0.6,0.01089,0.2481,15.5218,-0.99377,0.51771,0.87724,130.7429155,72.22951985,-0.583501517,-0.584776,-0.533008,-0.09799,0.19933,15.2732,-1.001264,0.382787,0.732223
molecule_1515,Train,O=C([O-])[C@H]1NCCC1,acetonitrile,N-SP3,19.95,-4.7,-4.7,-3.3,-0.3,4.3,-0.08307,0.21523,7.6439,-0.8364,0.33092,0.83296,181.0809107,88.73638361,-0.233183298,-0.120159,-0.236414,-0.16118,0.24396,10.2202,-0.767405,0.176207,0.747234
molecule_1516,Train,CC1NCCC1,acetonitrile,N-SP3,16.78,-4.7,-4.7,-3.3,-0.3,4.3,-0.28104,0.08863,0.8911,-0.74029,0.37123,-0.03332,204.6872015,85.63813793,-0.325584771,-0.34461,-0.219666,-0.33302,0.1146,1.7885,-0.494269,0.207536,0.105548
molecule_1517,Train,C1CNCC1,acetonitrile,N-SP3,18.52,-4.7,-4.7,-3.3,-0.3,4.3,-0.27003,0.08943,0.9843,-0.74245,0.37463,-0.2087,194.7730983,69.51755244,-0.328817083,-0.347112,-0.220982,-0.33509,0.11355,1.9761,-0.407072,0.203666,-0.138726
molecule_1518,Train,CC(C)[C@@H]1NCCC1,acetonitrile,N-SP3,16.44,-4.7,-4.7,-3.3,-0.3,4.3,-0.26763,0.08386,0.9483,-0.74827,0.3743,-0.03155,138.8648953,85.10988235,-0.304518601,-0.310011,-0.209367,-0.32859,0.11624,1.8271,-0.491595,0.210801,0.022224
molecule_1519,Train,CC1(C)NCCC1,acetonitrile,N-SP3,13.96,-4.7,-4.7,-3.3,-0.3,4.3,-0.27384,0.07982,0.9094,-0.74533,0.37072,0.13651,204.9073753,100.4682167,-0.313798224,-0.319877,-0.208883,-0.3295,0.1163,1.7341,-0.560701,0.214693,0.345503
molecule_152,Train,C=CC[Si](CCCCCC)(CCCCCC)CCCCCC,dichloromethane,C-Si,2.11,-0.7,-6.5,-1.3,1.3,2,-0.28906,0.05297,0.6371,-0.96177,0.25629,1.86387,192.1824272,65.780132,-0.203463768,-0.205829,-0.112667,-0.3313,0.04848,2.3507,-0.517112,0.17703,0.5299
