Name,Train_test,SMILES,Solvent,Type,N,sol_PCA1,sol_PCA2,sol_PCA3,sol_PCA4,sol_PCA5,NS_HOMO,NS_LUMO,NS_DM,NS_EB,NS_EA_H,NS_EA_nonH,NS_DeltaG,N_TCA,N_BAD,N_fukui,N_fukui_Li,N_fukui_charge,NS_HOMO_PM6,NS_LUMO_PM6,NS_DM_PM6,NS_EB_PM6,NS_EA_H_PM6,NS_EA_nonH_PM6,NS_DeltaG_PM6
molecule_1426,Train,Br[O-],water,O-Nucleophile,16.69,-17.1,-8.8,5.6,0.1,0.6,-0.22043,0.08604,4.4214,-0.95099,0,-0.04901,-0.108037,46.83613001,70.25419501,-0.500350641,-0.478474,-0.54275,-0.32664,-0.00559,7.1981,-0.994458,0,-0.005542,-0.122969
molecule_1427,Train,[O-]Br=O,water,O-Nucleophile,12.75,-17.1,-8.8,5.6,0.1,0.6,-0.21575,0.09682,4.6071,-1.01032,0,1.02064,-0.103498,74.81634955,70.21820869,-0.418287119,-0.278527,-0.508734,-0.32224,-0.04501,7.7234,-0.899825,0,0.79965,-0.120681
molecule_1428,Train,[O-]OS(=O)([O-])=O,water,O-Nucleophile,14.41,-17.1,-8.8,5.6,0.1,0.6,-0.20298,0.20884,3.2744,-1.08149,0,2.59084,-0.346984,41.17961431,61.76942147,-0.548913042,-0.547178,-0.628977,-0.29754,0.03587,3.8644,-1.076517,0,2.542723,-0.346458
molecule_143,Train,C=CC1=CC=C(C)C=C1,dichloromethane,C-Pi,1.7,-0.7,-6.5,-1.3,1.3,2,-0.27483,-0.00658,0.7785,-0.64734,0.23466,-0.04139,-0.00327,47.13197337,70.69796005,-0.153562892,-0.155509,-0.095291,-0.33071,-0.00643,0.9549,-0.512794,0.17433,0.124147,-0.0033
molecule_144,Test,C=C(C)C=C,dichloromethane,C-Pi,1.1,-0.7,-6.5,-1.3,1.3,2,-0.2877,0.00711,0.3246,-0.66199,0.23276,-0.06932,-0.001903,222.178915,78.39153752,-0.212119413,-0.196899,-0.095983,-0.35002,0.00825,0.849,-0.512351,0.171327,0.149808,-0.001892
molecule_1443,Train,[H]C(C1=CC=C([N+]([O-])=O)C=C1)=[N+]=[N-],dichloromethane,Carbene_pre,7.17,-0.7,-6.5,-1.3,1.3,2,-0.26483,-0.0552,6.7146,-0.42615,0.26965,0.55124,-0.008724,226.5215111,96.3761027,-0.204577394,-0.157682,-0.046153,-0.33851,-0.05629,8.3796,-0.595089,0.251987,0.870075,-0.012539
molecule_1444,Train,[H]C(C1=CC=C(C#N)C=C1)=[N+]=[N-],dichloromethane,Carbene_pre,7.66,-0.7,-6.5,-1.3,1.3,2,-0.26033,-0.03087,6.2913,-0.38265,0.26799,0.33642,-0.008426,226.4370148,96.34435691,-0.197191545,-0.14548,-0.047126,-0.32895,-0.03152,5.7994,-0.580685,0.246448,0.527306,-0.009547
molecule_1445,Train,[H]C(C1=CC=C(Br)C=C1)=[N+]=[N-],dichloromethane,Carbene_pre,8.87,-0.7,-6.5,-1.3,1.3,2,-0.25087,-0.00829,2.6175,-0.2292,0.26417,0.05388,-0.004761,226.3864492,96.35602123,-0.191381438,-0.131701,-0.049802,-0.3237,-0.01969,2.7021,-0.568228,0.243653,0.52126,-0.006074
molecule_1446,Train,[O-]OC(CC[NH+]1CCCCC1)=O,water,O-Nucleophile,13.94,-17.1,-8.8,5.6,0.1,0.6,-0.24225,0.06071,20.108,-0.74184,0.50991,0.8755,-0.010576,42.62392878,63.93589317,-0.519607655,-0.519954,-0.41687,-0.31954,0.00699,23.9116,-0.797787,0.298638,0.576421,-0.059802
molecule_1447,Train,[O-]OC(CC[NH3+])=O,water,O-Nucleophile,14.07,-17.1,-8.8,5.6,0.1,0.6,-0.22995,0.05209,25.9337,-0.74509,0.47447,0.86674,-0.09755,41.0688192,61.6032288,-0.555539714,-0.555621,-0.499418,-0.31525,0.01852,28.1813,-0.80607,0.273796,0.597583,-0.112941
molecule_1448,Train,[O-]OC(CCC[NH3+])=O,water,O-Nucleophile,14.33,-17.1,-8.8,5.6,0.1,0.6,-0.22537,0.05252,31.5542,-0.74559,0.47442,0.86593,-0.111715,41.07122732,61.60684098,-0.555261161,-0.555318,-0.514615,-0.31256,0.0243,33.8816,-0.819163,0.270566,0.595789,-0.129461
molecule_1449,Train,C[Si](OC1=CCCC1)(C)C,acetonitrile,C-Pi,6.43,-4.7,-4.7,-3.3,-0.3,4.3,-0.26859,0.07161,1.3822,-1.20682,0.25379,2.00281,-0.001333,133.0552757,97.2403288,-0.201519294,-0.203693,-0.100839,-0.33762,0.03374,3.2072,-0.64113,0.180707,0.519675,-0.00517
molecule_145,Train,C=CC[Si](C)(Cl)C,dichloromethane,C-Si,-0.57,-0.7,-6.5,-1.3,1.3,2,-0.30073,0.0483,3.1682,-1.19933,0.2657,1.75344,-0.004013,150.9996007,66.53761713,-0.227699803,-0.231536,-0.105037,-0.3434,0.01376,2.0803,-0.686188,0.19134,0.636696,-0.004509
molecule_1450,Train,O=C([CH-]/N=C(C1=CC=CC=C1)/C2=CC=CC=C2)OCC,dimethylsulfoxide,C-Anion,26.95,-7.2,4,-4,2.6,0.6,-0.18366,0.00825,6.641,-0.74337,0.2378,0.78162,-0.079428,170.1114107,121.2862004,-0.14257235,-0.14096,-0.099938,-0.28467,0.00134,9.3089,-0.732462,0.176068,0.713996,-0.092572
molecule_1451,Train,O=C([CH-]/N=C(C1=CC=CC=C1)/C2=CC=CC=C2)OC(C)(C)C,dimethylsulfoxide,C-Anion,27.77,-7.2,4,-4,2.6,0.6,-0.18283,0.00831,5.3618,-0.74715,0.23801,0.77907,-0.078296,164.6627756,121.4598024,-0.143172629,-0.1415,-0.100264,-0.28038,0.00235,6.371,-0.722643,0.185112,0.737295,-0.090689
molecule_1452,Train,[H]/C(C1=CC=CC=C1)=N\[CH-]C(OCC)=O,dimethylsulfoxide,C-Anion,29.1,-7.2,4,-4,2.6,0.6,-0.18375,0.0107,2.4016,-0.75101,0.23428,0.76989,-0.081187,235.2036467,99.69618787,-0.160621775,-0.159065,-0.111724,-0.28203,-0.00184,4.3978,-0.7268,0.172518,0.71626,-0.090512
molecule_1453,Train,[H]/C(C1=CC=C(Cl)C=C1)=N\[CH-]C(OCC)=O,dimethylsulfoxide,C-Anion,29.02,-7.2,4,-4,2.6,0.6,-0.18503,0.00496,3.5129,-0.74516,0.24566,0.77374,-0.077546,235.457202,99.86037377,-0.155901376,-0.154364,-0.105809,-0.28321,-0.0123,5.4445,-0.717806,0.173815,0.717101,-0.08717
molecule_1454,Train,C1=CC=CC(=C1)C([H])=N[C-](C)C(OCC)=O,dimethylsulfoxide,C-Anion,30.82,-7.2,4,-4,2.6,0.6,-0.18064,0.01167,9.3382,-0.75597,0.23618,0.79204,-0.076176,185.2751102,101.9996396,-0.137562906,-0.128789,-0.039541,-0.27068,-0.00071,12.3389,-0.720645,0.170609,0.707315,-0.086669
molecule_1455,Train,N#C[CH-]/N=C(C1=CC=CC=C1)/C2=CC=CC=C2,dimethylsulfoxide,C-Anion,29.5,-7.2,4,-4,2.6,0.6,-0.18306,0.01042,13.1654,-0.53606,0.2372,0.289,-0.077549,183.1469689,120.0203521,-0.138653621,-0.137413,-0.079973,-0.27077,0.00417,14.7879,-0.533071,0.174932,0.283696,-0.081314
molecule_1456,Train,C[Si](C)(C)OC(=Cc1ccccc1)c2ccccc2,acetonitrile,C-Pi,3,-4.7,-4.7,-3.3,-0.3,4.3,-0.2575,-0.02256,2.2943,-1.21006,0.25607,2.00633,-0.007038,241.3924331,91.35150895,-0.098617254,-0.09984,-0.072666,-0.32764,-0.01704,2.1474,-0.641491,0.194007,0.537982,-0.006465
molecule_1457,Train,C/C=C(O[Si](C)(C)C)/C1=CC=CC=C1,acetonitrile,C-Pi,5.18,-4.7,-4.7,-3.3,-0.3,4.3,-0.26822,0.00011,1.7898,-1.20888,0.25478,2.00898,-0.005218,228.1795301,94.70366377,-0.163210997,-0.16506,-0.069914,-0.33749,-0.00847,0.4572,-0.638322,0.181435,0.501204,-0.003258
molecule_1458,Train,C[Si](OC1=CCC2=CC=CC=C21)(C)C,acetonitrile,C-Pi,7.32,-4.7,-4.7,-3.3,-0.3,4.3,-0.26381,0.00615,2.3058,-1.20708,0.25708,2.00293,-0.005738,220.3632193,100.6389099,-0.177132313,-0.179006,-0.091603,-0.33262,-0.01285,2.7669,-0.642349,0.182925,0.530766,-0.003501
molecule_1459,Train,C[Si](OC1=CCCC2=CC=CC=C21)(C)C,acetonitrile,C-Pi,5.06,-4.7,-4.7,-3.3,-0.3,4.3,-0.26076,-0.00066,1.9281,-1.20653,0.25423,2.00124,-0.005212,205.2723168,103.7774386,-0.161790232,-0.16358,-0.085283,-0.32767,-0.01255,1.6296,-0.641424,0.181235,0.514255,-0.005767
molecule_146,Train,C/C(C)=C/C[Si](C)(C)C,dichloromethane,C-Si,0.9,-0.7,-6.5,-1.3,1.3,2,-0.26981,0.06075,0.3734,-1.18059,0.25632,1.79841,-0.001678,217.4767981,91.24421018,-0.1531706,-0.148489,-0.057254,-0.3124,0.0536,1.4529,-0.664494,0.179676,0.548127,-0.003443
molecule_1460,Test,C12=CC=CC=C1C(N3CCCC3)=CC2,acetonitrile,C-Pi,15.27,-4.7,-4.7,-3.3,-0.3,4.3,-0.23618,0.00966,1.978,-0.53759,0.25246,0.18878,-0.005379,214.1949697,93.81862111,-0.17119756,-0.172848,-0.104367,-0.3178,-0.00911,2.0402,-0.327173,0.169858,0.13147,-0.007935
molecule_1461,Train,C12=CC=CC=C1C(N3CCCC3)=CCC2,acetonitrile,C-Pi,14.09,-4.7,-4.7,-3.3,-0.3,4.3,-0.24127,0.00322,1.6384,-0.55941,0.23946,0.18402,-0.004731,134.5261888,106.1548047,-0.154876454,-0.156482,-0.088429,-0.31618,-0.00712,2.1879,-0.345373,0.161872,0.13841,-0.00707
molecule_1462,Train,O=C(C1=CC=C([N+]([O-])=O)C=C1)[CH-]C(OCC)=O,dimethylsulfoxide,C-Anion,16.26,-7.2,4,-4,2.6,0.6,-0.23168,-0.05321,6.9944,-0.74153,0.26521,0.81994,-0.081215,152.6863579,90.95132188,-0.240222271,-0.240809,-0.196248,-0.33995,-0.05776,7.534,-0.825382,0.213679,0.853464,-0.09188
molecule_1463,Train,[H]P1N(C(C)(C)C)C=CN1C(C)(C)C,acetonitrile,H-Donor,25.54,-4.7,-4.7,-3.3,-0.3,4.3,-0.21834,0.04458,0.9979,-0.81705,0.23547,0.94442,-0.005901,203.7572956,78.0337746,-0.109061426,-0.091476,-0.087512,-0.29669,0.03031,5.4571,-0.589841,0.173019,0.44226,-0.01185
molecule_1464,Train,[H]P1N(C(C)(C)C)C2=C(C=CC=C2)N1C(C)(C)C,acetonitrile,H-Donor,20.93,-4.7,-4.7,-3.3,-0.3,4.3,-0.23098,0.02835,1.7049,-0.79828,0.23839,0.96285,-0.005522,166.3159399,72.64316524,-0.092027996,-0.076682,-0.075813,-0.29987,0.00412,2.8369,-0.584817,0.172018,0.453284,-0.009238
molecule_1465,Train,[H]P1N(C2=C(C(C)C)C=CC=C2C(C)C)C=CN1C3=C(C(C)C)C=CC=C3C(C)C,acetonitrile,H-Donor,19.85,-4.7,-4.7,-3.3,-0.3,4.3,-0.22958,0.01261,1.1238,-0.83072,0.24881,0.97157,-0.006679,215.3139622,133.2537848,-0.097809518,-0.070469,-0.064386,-0.29696,-0.00125,1.931,-0.498159,0.178761,0.454174,-0.009627
molecule_1466,Train,[H]P1N(C(C)(C)C)CCCN1C(C)(C)C,acetonitrile,H-Donor,13.46,-4.7,-4.7,-3.3,-0.3,4.3,-0.25978,0.06984,2.255,-0.86854,0.23122,0.91078,-0.000563,172.8269033,69.08283531,-0.1113612,-0.030268,-0.053089,-0.31937,0.06377,3.2304,-0.590047,0.16675,0.441484,-0.007718
molecule_1467,Train,[H]P1N(C(C)(C)C)CCN1C(C)(C)C,acetonitrile,H-Donor,18.74,-4.7,-4.7,-3.3,-0.3,4.3,-0.26351,0.05922,1.7762,-0.86029,0.23313,0.90813,-0.003957,112.523668,76.96524187,-0.18176711,-0.088878,-0.066691,-0.31596,0.06072,2.7256,-0.591637,0.170308,0.422678,-0.009577
molecule_1468,Train,[H]P1N(C2=C(C)C=C(C)C=C2C)C=CN1C3=C(C)C=C(C)C=C3C,acetonitrile,H-Donor,17.68,-4.7,-4.7,-3.3,-0.3,4.3,-0.2285,0.01657,1.0801,-0.81551,0.24406,0.96491,-0.007788,234.1750541,81.36749164,-0.102279973,-0.070156,-0.070797,-0.29224,0.00273,0.8394,-0.522461,0.179723,0.423527,-0.014372
molecule_1469,Test,O=C([H])C=P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,acetonitrile,C-Anion,9.09,-4.7,-4.7,-3.3,-0.3,4.3,-0.25477,-0.01765,11.796,-0.96043,0.26026,1.59195,-0.018973,255.0541009,129.1934443,-0.233030018,-0.237204,-0.266828,-0.33402,-0.01463,14.5811,-0.959983,0.218304,1.201127,-0.029228
molecule_147,Train,C=C(C)C[Ge](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,dichloromethane,C-M,4.67,-0.7,-6.5,-1.3,1.3,2,-0.28233,0.00436,0.9124,-0.9244,0.25716,1.84076,-0.005839,176.3660376,69.05115636,-0.177444704,-0.178896,-0.114173,-0.33853,0.0018,1.3354,-0.539493,0.178978,0.521754,-0.005414
molecule_1470,Train,O=C(C)C=P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,acetonitrile,C-Anion,10.27,-4.7,-4.7,-3.3,-0.3,4.3,-0.25328,-0.01075,7.4539,-0.94352,0.26559,1.6017,-0.014186,211.8149697,144.5865291,-0.238348609,-0.241356,-0.269527,-0.33062,-0.01372,9.6444,-0.9797,0.222124,1.202455,-0.014002
molecule_1476,Train,[O-]C1=CC=C([N+]([O-])=O)C=C1,dimethylsulfoxide,O-Nucleophile,14.32,-7.2,4,-4,2.6,0.6,-0.22836,-0.0169,2.05,-0.74538,0.24848,0.52796,-0.077631,106.9059241,73.52304822,-0.187152017,-0.187162,-0.413,-0.32355,-0.02857,1.0618,-0.717328,0.184122,0.897707,-0.083118
molecule_148,Train,C=CC[Si](C)(C)C(C)(C)C,dichloromethane,C-Si,1.8,-0.7,-6.5,-1.3,1.3,2,-0.28954,0.05176,0.7542,-1.18544,0.25768,1.85239,-0.002001,44.74679851,67.12019776,-0.188449131,-0.190349,-0.116432,-0.32777,0.04578,1.9446,-0.673932,0.180495,0.52436,-0.002646
molecule_1482,Train,[O-]C1=CC=CC([N+]([O-])=O)=C1,dimethylsulfoxide,O-Nucleophile,21.29,-7.2,4,-4,2.6,0.6,-0.2166,-0.0305,5.6587,-0.806,0.24826,0.55507,-0.079916,115.4905769,73.48689189,-0.22248093,-0.222443,-0.450104,-0.30618,-0.04649,6.73,-0.802946,0.184794,0.797256,-0.082802
molecule_1485,Train,[O-]C1=CC=C(C#N)C=C1,dimethylsulfoxide,O-Nucleophile,18.78,-7.2,4,-4,2.6,0.6,-0.21823,0.03591,1.8517,-0.77514,0.2325,0.43236,-0.079141,104.8088832,70.78923887,-0.194780531,-0.194792,-0.43073,-0.30383,0.01127,3.5919,-0.792815,0.173639,0.6084,-0.085245
molecule_1488,Train,[O-]C1=CC=CC=C1C(F)(F)F,dimethylsulfoxide,O-Nucleophile,18.47,-7.2,4,-4,2.6,0.6,-0.21443,0.03982,5.3419,-0.80494,0.23096,1.19855,-0.082815,131.3225988,99.19581682,-0.20996457,-0.209495,-0.434599,-0.30886,0.00799,6.8707,-0.793184,0.171043,0.650975,-0.088807
molecule_149,Train,C=CC[Si](CC)(CC)CC,dichloromethane,C-Si,1.93,-0.7,-6.5,-1.3,1.3,2,-0.29091,0.05188,0.8423,-0.96487,0.25886,1.8426,-0.000849,196.1655344,65.44004598,-0.212801018,-0.217082,-0.118221,-0.33415,0.04622,1.4043,-0.528128,0.180041,0.530288,-0.001864
molecule_1491,Train,[O-]C1=CC=C(C(F)(F)F)C=C1,dimethylsulfoxide,O-Nucleophile,18.98,-7.2,4,-4,2.6,0.6,-0.21482,0.04852,8.4444,-0.79907,0.23002,1.19679,-0.079617,104.4053003,70.40781697,-0.211430193,-0.211441,-0.444003,-0.30961,0.01936,8.7096,-0.792629,0.17413,0.61292,-0.083119
molecule_1494,Test,[O-]C1=CC=CC(C(F)(F)F)=C1,dimethylsulfoxide,O-Nucleophile,22.62,-7.2,4,-4,2.6,0.6,-0.21042,0.03736,8.1111,-0.8155,0.23083,1.20836,-0.080742,116.8333715,74.94173254,-0.221925673,-0.221914,-0.456596,-0.30074,0.0023,9.083,-0.821468,0.173707,0.568856,-0.083331
molecule_1497,Train,[O-]C1=CC=C(Cl)C=C1,dimethylsulfoxide,O-Nucleophile,20.34,-7.2,4,-4,2.6,0.6,-0.20263,0.04866,7.3038,-0.82221,0.23248,0.39941,-0.083889,103.9794169,70.18417571,-0.215617138,-0.21562,-0.463868,-0.29297,0.01802,8.333,-0.830075,0.167828,0.570623,-0.089004
molecule_150,Train,C=CC[Si](C(C)C)(C(C)C)C(C)C,dichloromethane,C-Pi,2.04,-0.7,-6.5,-1.3,1.3,2,-0.29015,0.04887,0.8406,-0.97514,0.26289,1.89501,-0.00179,206.250401,69.41274826,-0.194018482,-0.19603,-0.107203,-0.33148,0.0456,2.6717,-0.533766,0.183302,0.472368,-0.003097
molecule_1500,Train,[O-]C1=CC=CC=C1,dimethylsulfoxide,O-Nucleophile,19.86,-7.2,4,-4,2.6,0.6,-0.19941,0.05958,5.749,-0.8337,0.21539,0.39777,-0.089907,103.6912742,69.81250272,-0.223901624,-0.223922,-0.473237,-0.28912,0.03024,7.44,-0.865185,0.159626,0.575378,-0.097173
molecule_1503,Test,[O-]C1=CC=C(C)C=C1,dimethylsulfoxide,O-Nucleophile,19.08,-7.2,4,-4,2.6,0.6,-0.1934,0.0587,8.4172,-0.8408,0.21711,0.39143,-0.088997,48.98274297,73.47411446,-0.21587068,-0.215886,-0.473495,-0.28049,0.02823,10.5206,-0.876055,0.157033,0.548972,-0.098703
molecule_1505,Train,[O-]C1=CC=C(C(C)(C)C)C=C1,dimethylsulfoxide,O-Nucleophile,19.67,-7.2,4,-4,2.6,0.6,-0.19406,0.0579,13.1667,-0.84004,0.2208,0.39346,-0.086954,55.41250433,83.1187565,-0.210945141,-0.210957,-0.468849,-0.28196,0.03141,15.3297,-0.874859,0.15788,0.563395,-0.097646
molecule_1508,Train,[O-]C1=CC=C(OC)C=C1,dimethylsulfoxide,O-Nucleophile,20.09,-7.2,4,-4,2.6,0.6,-0.18696,0.05361,10.5299,-0.85162,0.22711,0.37596,-0.090446,48.33944086,72.5091613,-0.216542201,-0.216546,-0.481771,-0.27519,0.01743,11.9263,-0.870745,0.159032,0.513337,-0.099815
molecule_151,Train,C=CC[Si](CCCC)(CCCC)CCCC,dichloromethane,C-Si,2.09,-0.7,-6.5,-1.3,1.3,2,-0.2903,0.05122,0.8472,-0.96363,0.259,1.86487,-0.002911,194.0426295,65.33557914,-0.206305135,-0.209879,-0.116721,-0.33543,0.04516,2.35,-0.52728,0.180417,0.53644,-0.003413
molecule_1511,Train,[O-]C1=CC=CC(OC)=C1,acetonitrile,O-Nucleophile,18.81,-4.7,-4.7,-3.3,-0.3,4.3,-0.19819,0.06946,7.6573,-0.82837,0.22245,0.41767,-0.089869,122.1123487,76.00747066,-0.21201275,-0.212026,-0.467693,-0.29569,0.0318,8.7213,-0.84012,0.184004,0.639169,-0.098573
molecule_1512,Train,[O-]C1=C(C(C)(C)C)C=CC=C1C(C)(C)C,dimethylsulfoxide,O-Nucleophile,21.02,-7.2,4,-4,2.6,0.6,-0.19444,0.06509,2.0886,-0.84639,0.23834,0.41638,-0.075406,158.6510438,110.6102452,-0.178289816,-0.177449,-0.373636,-0.26735,0.04163,2.337,-0.815999,0.173299,0.552184,-0.083734
molecule_1514,Train,O=C([NH-]CC([O-])=O)[C@@H](NC(CC[C@H]([NH3+])C([O-])=O)=O)C[S],water,S-Nucleophile,20.97,-17.1,-8.8,5.6,0.1,0.6,-0.21135,0.06562,20.4247,-0.97298,0.52456,0.88582,-0.245265,130.7429155,72.22951985,-0.583501517,-0.584776,-0.533008,-0.35124,0.00245,16.16,-0.796038,0.350986,0.736941,-0.278297
molecule_1515,Train,O=C([O-])[C@H]1NCCC1,acetonitrile,N-SP3,19.95,-4.7,-4.7,-3.3,-0.3,4.3,-0.25176,0.09757,10.1373,-0.84801,0.36304,0.83021,-0.098463,181.0809107,88.73638361,-0.233183298,-0.120159,-0.236414,-0.33841,0.06729,13.3706,-0.833639,0.221947,0.738394,-0.116304
molecule_1516,Train,CC1NCCC1,acetonitrile,N-SP3,16.78,-4.7,-4.7,-3.3,-0.3,4.3,-0.28614,0.09072,1.2656,-0.7562,0.3801,-0.03369,-0.002922,204.6872015,85.63813793,-0.325584771,-0.34461,-0.219666,-0.34728,0.10833,2.1756,-0.502204,0.220083,0.104315,-0.006425
molecule_1517,Train,C1CNCC1,acetonitrile,N-SP3,18.52,-4.7,-4.7,-3.3,-0.3,4.3,-0.27622,0.09137,1.3665,-0.7585,0.3827,-0.2105,-0.00169,194.7730983,69.51755244,-0.328817083,-0.347112,-0.220982,-0.35001,0.10746,2.3093,-0.449832,0.217628,-0.14033,-0.005896
molecule_1518,Train,CC(C)[C@@H]1NCCC1,acetonitrile,N-SP3,16.44,-4.7,-4.7,-3.3,-0.3,4.3,-0.27403,0.08674,1.3718,-0.76296,0.3804,-0.03295,-0.003135,138.8648953,85.10988235,-0.304518601,-0.310011,-0.209367,-0.34422,0.10822,2.278,-0.495958,0.222924,0.023285,-0.006342
molecule_1519,Train,CC1(C)NCCC1,acetonitrile,N-SP3,13.96,-4.7,-4.7,-3.3,-0.3,4.3,-0.27899,0.08259,1.3229,-0.7601,0.37859,0.1368,-0.002962,204.9073753,100.4682167,-0.313798224,-0.319877,-0.208883,-0.34508,0.10914,2.1687,-0.565377,0.225397,0.345806,-0.005964
molecule_152,Train,C=CC[Si](CCCCCC)(CCCCCC)CCCCCC,dichloromethane,C-Si,2.11,-0.7,-6.5,-1.3,1.3,2,-0.29018,0.05101,0.8416,-0.96382,0.2589,1.8656,-0.003156,192.1824272,65.780132,-0.203463768,-0.205829,-0.112667,-0.33563,0.04495,2.6556,-0.527146,0.180581,0.537165,-0.002788
molecule_1520,Train,C1(CC2=CC=CC=C2)NCCC1,acetonitrile,N-SP3,17.43,-4.7,-4.7,-3.3,-0.3,4.3,-0.27717,0.02419,1.5962,-0.77083,0.39009,-0.01776,-0.005043,244.6652152,118.4661906,-0.260824028,-0.266228,-0.205512,-0.34252,0.00881,2.7358,-0.471533,0.221133,0.086582,-0.006625
molecule_1521,Train,[C@H]1(C(C2=CC=CC=C2)C3=CC=CC=C3)NCCC1,acetonitrile,N-SP3,16.61,-4.7,-4.7,-3.3,-0.3,4.3,-0.27866,0.01301,1.4745,-0.76292,0.39094,-0.01575,-0.005279,246.8946868,123.775372,-0.278280607,-0.284032,-0.203106,-0.34745,0.00168,2.5941,-0.470783,0.224457,0.080787,-0.010432
molecule_1522,Train,NC[C@H]1NCCC1,acetonitrile,N-SP3,17.24,-4.7,-4.7,-3.3,-0.3,4.3,-0.28757,0.08661,1.8281,-0.91531,0.38139,-0.05082,-0.005775,230.0257333,127.6962528,-0.18122816,-0.184869,-0.205103,-0.35083,0.10131,3.0938,-0.554158,0.223896,0.041033,-0.010717
molecule_1523,Train,CN(C[C@H]1NCCC1)C,acetonitrile,N-SP3,17.41,-4.7,-4.7,-3.3,-0.3,4.3,-0.27507,0.08668,1.5117,-0.75555,0.38632,-0.0417,-0.001936,223.871315,103.1803864,-0.154341949,-0.13137,-0.206822,-0.33013,0.09159,2.1681,-0.47985,0.221979,0.061221,-0.009226
molecule_1524,Train,[C@H]1(CN2CCCC2)NCCC1,acetonitrile,N-SP3,18.33,-4.7,-4.7,-3.3,-0.3,4.3,-0.27113,0.0853,1.3661,-0.76101,0.38137,-0.04391,-0.00424,155.2128467,84.70827863,-0.225846911,-0.14871,-0.217346,-0.33388,0.09796,1.5159,-0.473654,0.220973,0.052431,-0.008714
molecule_1525,Train,[N-]=[N+]=NC[C@H]1NCCC1,acetonitrile,N-SP3,15.43,-4.7,-4.7,-3.3,-0.3,4.3,-0.29095,0.02505,2.811,-0.75767,0.38754,0.27943,-0.005438,230.9957619,109.5915124,-0.314311414,-0.305927,-0.214021,-0.35368,-0.00103,5.9806,-0.492991,0.229609,0.589831,-0.010696
molecule_1526,Train,OC[C@H]1NCCC1,acetonitrile,N-SP3,16.74,-4.7,-4.7,-3.3,-0.3,4.3,-0.28702,0.09308,1.2876,-0.78428,0.47901,-0.03744,-0.006285,196.3622833,94.50628303,-0.324332424,-0.33026,-0.207683,-0.35288,0.0829,2.9509,-0.588109,0.32515,-0.006843,-0.009066
molecule_1527,Train,COC[C@H]1NCCC1,acetonitrile,N-SP3,16.5,-4.7,-4.7,-3.3,-0.3,4.3,-0.28793,0.09476,1.0951,-0.75671,0.38615,-0.05267,-0.003803,220.9681927,110.3642701,-0.32432561,-0.338448,-0.211996,-0.35358,0.06687,1.5025,-0.485233,0.226074,0.027891,-0.008294
molecule_1528,Train,FC(C1NCCC1)(F)F,acetonitrile,N-SP3,11.34,-4.7,-4.7,-3.3,-0.3,4.3,-0.29668,0.09524,1.8884,-0.74871,0.3945,1.19484,-0.003935,225.440288,87.17465659,-0.321921318,-0.327623,-0.204036,-0.35941,0.04617,2.7063,-0.446042,0.240756,0.441889,-0.006784
molecule_1529,Train,O=C(OC)[C@H]1NCCC1,acetonitrile,N-SP3,14.75,-4.7,-4.7,-3.3,-0.3,4.3,-0.28657,0.05575,2.7132,-0.75271,0.3952,0.89929,-0.008968,233.2828812,102.5448159,-0.29919532,-0.33835,-0.212207,-0.36388,0.01376,3.5018,-0.571765,0.238827,0.631278,-0.012786
molecule_153,Train,C/C=C\C[Si](C)(C)C,dichloromethane,C-Si,1.69,-0.7,-6.5,-1.3,1.3,2,-0.27908,0.05995,0.5613,-1.18114,0.25724,1.79835,-0.001943,208.2443432,106.6729524,-0.184838666,-0.187291,-0.062429,-0.32239,0.05077,0.9742,-0.665712,0.180364,0.559803,-0.003103
molecule_1530,Train,O=C(N(C)C)[C@H]1NCCC1,acetonitrile,N-SP3,17.61,-4.7,-4.7,-3.3,-0.3,4.3,-0.29213,0.06824,5.7969,-0.72829,0.37758,0.7534,-0.011856,224.5172651,85.08769414,-0.187637687,-0.286983,-0.217296,-0.35264,0.03105,5.7109,-0.674692,0.232225,0.566638,-0.015868
molecule_1531,Train,O=C(NCCC)[C@H]1NCCC1,acetonitrile,N-SP3,15.2,-4.7,-4.7,-3.3,-0.3,4.3,-0.29924,0.06529,4.7505,-0.76297,0.4418,0.74096,-0.008448,224.5107986,84.09734367,-0.235925071,-0.214729,-0.213416,-0.35855,0.03179,4.7935,-0.677356,0.299334,0.570674,-0.011587
molecule_1532,Train,O=C1C2=C(C=CC=C2)C(N1C[C@H]3NCCC3)=O,acetonitrile,N-SP3,15.9,-4.7,-4.7,-3.3,-0.3,4.3,-0.29669,-0.05032,1.7928,-0.75194,0.38349,0.77695,-0.010458,212.7198307,88.42600018,-0.289095728,-0.30665,-0.216187,-0.35193,-0.05563,2.7225,-0.519527,0.226876,0.641436,-0.014111
